farmer_id,land_size_acres,upi_transaction_volume,emi_status_last_12_months,overdraft_usage_frequency,pm_kisan_installments_received,input_loan_amount_last_3_seasons,new_crop_adoption_flag,agritech_tool_usage,agri_scheme_switch_behavior,yield_recovered_units,income_volatility_value,budgeting_habit_value,social_connections_count,proximity_to_defaulters_score,reliable_contacts_count,linked_to_exporter,electricity_consumption_kwh,in_cooperative,utilizing_coop_benefit,market_access_value,digital_network_engagement_value,seasonality_profile_Both,seasonality_profile_Kharif,seasonality_profile_Rabi,crop_Cotton,crop_Maize,crop_Pulses,crop_Rice,crop_Sugarcane,crop_Vegetables,crop_Wheat,utility_0,utility_1,utility_2,utility_3
FARM0012,0.5605889014722536,0.19908830700731472,0.9090909090909092,0.7777777777777777,0.8,0.5729103726082578,,0.0,0.0,0.15254237288135586,0.26,0.8383838383838385,0.41573033707865165,0.0,0.4117647058823529,,0.4382888114595432,,,0.79,0.6060606060606062,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
FARM0013,0.8176670441676104,0.21615604791688753,0.7272727272727273,1.0,0.8,0.9257804632426988,,0.0,1.0,0.9491525423728814,0.26,0.7272727272727274,1.0,0.1111111111111111,1.0,,0.4885791715060008,,,0.8200000000000001,0.22222222222222224,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
FARM0014,0.18120045300113247,0.9430721933637232,0.4545454545454546,0.6666666666666666,0.0,0.18426485397784492,,0.0,1.0,0.05084745762711862,0.73,0.33333333333333337,0.9775280898876404,0.0,0.9882352941176469,,0.15702671312427413,,,0.5,0.21212121212121213,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
FARM0015,0.38844847112117786,0.6620375278278385,0.7272727272727273,0.2222222222222222,0.8,0.5289778449144008,,1.0,1.0,0.4576271186440678,0.41000000000000003,0.8181818181818183,0.37078651685393255,0.0,0.3176470588235294,,0.5718544328300426,,,0.8,0.9292929292929294,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
FARM0016,0.5979614949037373,0.052475352485953565,0.8181818181818182,0.7777777777777777,0.4,0.8627895266868076,,0.0,1.0,0.6101694915254238,0.33,0.4444444444444445,0.033707865168539325,0.0,0.07058823529411765,,0.6980255516840883,,,0.17,0.8181818181818183,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FARM0017,0.15855039637599094,0.15382168981236086,1.0,1.0,0.6000000000000001,0.019989929506545823,,1.0,0.0,0.7288135593220338,0.16,0.30303030303030304,0.16853932584269665,0.3333333333333333,0.12941176470588234,,0.5955090979481222,,,0.58,0.07070707070707072,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
FARM0018,0.058890147225368075,0.7438778755433054,0.9090909090909092,0.7777777777777777,0.8,0.5793303121852971,,0.0,1.0,0.47457627118644063,0.38,0.36363636363636365,0.1348314606741573,0.5555555555555556,0.08235294117647057,,0.2751064653503678,,,0.17,0.787878787878788,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
FARM0019,0.3012457531143828,0.7406975511502174,0.2727272727272727,0.6666666666666666,0.4,0.9392497482376637,,1.0,0.0,0.7627118644067795,0.05,0.7979797979797981,0.6292134831460674,0.7777777777777777,0.6000000000000001,,0.567518389469609,,,0.41000000000000003,0.787878787878788,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FARM0020,0.8176670441676104,0.7559631082370403,0.2727272727272727,0.8888888888888888,0.4,0.7013091641490433,,0.0,0.0,0.6779661016949151,0.14,0.26262626262626265,0.43820224719101125,0.0,0.24705882352941178,,0.33275261324041816,,,0.14,0.8282828282828284,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
FARM0021,0.04190260475651188,0.12774302978903848,1.0,1.0,0.2,0.5402316213494461,,1.0,1.0,0.6440677966101694,0.15,0.23232323232323232,0.06741573033707865,0.7777777777777777,0.1411764705882353,,0.6855981416957027,,,0.02,0.5050505050505052,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
FARM0022,0.4971687429218573,0.8911268949432842,0.5454545454545454,0.4444444444444444,0.4,0.04582074521651558,,0.0,1.0,0.30508474576271183,0.9400000000000001,0.6565656565656567,0.37078651685393255,0.3333333333333333,0.2823529411764706,,0.6504065040650406,,,0.26,0.9191919191919193,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FARM0023,0.6183465458663646,0.9992579243082794,0.2727272727272727,0.2222222222222222,0.6000000000000001,0.6627895266868077,,0.0,0.0,0.9661016949152542,0.55,0.494949494949495,0.7078651685393258,0.8888888888888888,0.8117647058823529,,0.4584591560201316,,,0.16,0.6565656565656567,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
FARM0024,0.08607021517553794,0.6697763171843528,0.9090909090909092,0.2222222222222222,0.6000000000000001,0.11576032225579053,,0.0,0.0,0.9491525423728814,0.86,0.9696969696969698,0.8764044943820224,0.0,0.7058823529411764,,0.7102593883081688,,,0.18,0.7474747474747476,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FARM0025,0.827859569648924,0.5265557086822856,1.0,0.0,0.4,0.340055387713998,,1.0,1.0,0.6610169491525423,0.45,0.42424242424242425,0.7415730337078652,0.0,0.7882352941176471,,0.421680216802168,,,0.67,0.5151515151515152,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FARM0026,0.5345413363533408,0.3452772182762642,0.7272727272727273,0.0,1.0,0.8317472306143,,0.0,1.0,0.11864406779661019,0.16,0.21212121212121213,0.898876404494382,0.1111111111111111,0.9294117647058824,,0.5199767711962834,,,0.63,0.8585858585858587,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
FARM0027,0.3499433748584371,0.5422453090215202,0.18181818181818182,0.5555555555555556,0.2,0.8226586102719032,,0.0,0.0,0.5423728813559322,0.87,0.9292929292929294,0.7640449438202246,0.0,0.7882352941176471,,0.4663956639566396,,,0.92,0.7272727272727274,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
FARM0028,0.9830124575311439,0.6974451394042193,0.7272727272727273,0.0,0.8,0.7174471299093655,,1.0,0.0,0.49152542372881347,0.4,0.8282828282828284,0.6067415730337078,0.5555555555555556,0.2823529411764706,,0.9999999999999999,,,0.68,0.38383838383838387,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
FARM0029,0.5288788221970554,0.4515000530054066,0.9090909090909092,0.4444444444444444,0.4,0.5004279959718027,,0.0,0.0,0.11864406779661019,0.19,0.6161616161616162,0.15730337078651685,0.6666666666666666,0.23529411764705882,,0.34936120789779324,,,0.7000000000000001,0.6161616161616162,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
FARM0030,0.8391845979614949,0.9888688646241918,0.7272727272727273,1.0,1.0,0.44481369587109765,,1.0,1.0,0.7627118644067795,0.78,0.8484848484848486,0.25842696629213485,0.3333333333333333,0.25882352941176473,,0.5313588850174216,,,0.03,0.2828282828282828,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
FARM0031,0.2480181200453001,0.9215519983038271,0.36363636363636365,0.2222222222222222,0.8,0.34048338368580056,,1.0,1.0,0.8983050847457626,0.08,0.6565656565656567,0.8539325842696628,0.8888888888888888,0.8352941176470587,,0.7530778164924506,,,0.08,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0032,0.1528878822197055,0.45616452878193575,0.7272727272727273,0.7777777777777777,1.0,0.292472306143001,,1.0,0.0,0.11864406779661019,0.16,0.1414141414141414,0.7752808988764044,0.1111111111111111,0.588235294117647,,0.39148277197057685,,,0.65,0.9393939393939396,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
FARM0033,0.0,0.7519346973391287,0.6363636363636364,1.0,0.8,0.9681268882175226,,0.0,0.0,0.0,0.6,0.6161616161616162,0.7865168539325842,0.5555555555555556,0.7529411764705882,,0.392140921409214,,,0.8200000000000001,0.787878787878788,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FARM0034,0.6693091732729332,0.1321954839393618,0.18181818181818182,0.4444444444444444,1.0,0.07852467270896274,,0.0,1.0,0.05084745762711862,0.09,0.9292929292929294,0.5168539325842696,0.2222222222222222,0.43529411764705883,,0.532288037166086,,,0.35000000000000003,0.9090909090909092,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FARM0035,0.27066817667044163,0.47270221562599385,0.2727272727272727,0.3333333333333333,0.0,0.7276938569989929,,1.0,1.0,0.7288135593220338,0.33,0.31313131313131315,0.44943820224719105,0.0,0.35294117647058826,,0.510801393728223,,,1.0,0.98989898989899,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FARM0036,0.9082672706681767,0.5054595568748013,0.8181818181818182,0.4444444444444444,0.8,0.8796827794561933,,0.0,0.0,0.5084745762711863,0.45,0.9292929292929294,0.7078651685393258,0.5555555555555556,0.6705882352941177,,0.3223770809136663,,,0.29,0.7474747474747476,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
FARM0037,0.05322763306908267,0.9899289727552211,0.8181818181818182,0.7777777777777777,0.4,0.7044813695871097,,0.0,1.0,0.9152542372881355,0.01,0.42424242424242425,0.20224719101123595,0.3333333333333333,0.16470588235294117,,0.213395276809911,,,0.72,0.7676767676767677,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0038,0.22650056625141557,0.5889960775999152,0.8181818181818182,0.1111111111111111,0.6000000000000001,0.25732628398791535,,1.0,0.0,0.3389830508474575,0.27,0.29292929292929293,0.37078651685393255,0.4444444444444444,0.35294117647058826,,0.3153697251258227,,,0.73,0.8282828282828284,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FARM0039,0.7814269535673839,0.39923672214565886,0.09090909090909091,0.6666666666666666,0.8,0.24327794561933536,,0.0,1.0,0.5254237288135594,0.09,0.7171717171717172,0.07865168539325842,0.1111111111111111,0.08235294117647057,,0.0725125822686798,,,0.07,0.8585858585858587,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
FARM0040,0.9784824462061155,0.5321742817767413,0.9090909090909092,0.3333333333333333,0.8,0.21666666666666667,,1.0,1.0,0.03389830508474567,0.45,0.27272727272727276,0.49438202247191004,0.4444444444444444,0.5764705882352941,,0.7998451413085559,,,0.8,0.6666666666666667,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
FARM0041,0.09399773499433746,0.38354712180642425,0.5454545454545454,0.0,1.0,0.5013091641490433,,0.0,0.0,0.6949152542372882,0.59,0.7979797979797981,0.797752808988764,0.2222222222222222,0.7647058823529411,,0.6232675183894696,,,0.49,0.6464646464646465,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0042,0.4303510758776896,0.4398388635640835,0.9090909090909092,1.0,0.6000000000000001,0.9964753272910373,,1.0,1.0,0.4237288135593219,0.43,0.7474747474747476,0.8651685393258426,0.2222222222222222,0.6823529411764706,,0.24819976771196284,,,0.67,0.5151515151515152,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FARM0043,0.7802944507361268,0.2315276158168133,0.4545454545454546,0.0,1.0,0.9754531722054381,,0.0,1.0,0.7796610169491526,0.3,0.4646464646464647,0.0898876404494382,0.0,0.11764705882352941,,0.4232675183894697,,,0.13,0.4040404040404041,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
FARM0044,0.21064552661381652,0.56100922294074,0.7272727272727273,0.0,0.2,0.8079305135951661,,0.0,1.0,0.13559322033898302,0.2,0.0202020202020202,0.3595505617977528,0.2222222222222222,0.4470588235294118,,0.3016260162601626,,,0.9400000000000001,0.5353535353535355,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0045,0.7848244620611552,0.3520619103148521,0.8181818181818182,0.7777777777777777,1.0,0.9682779456193352,,1.0,1.0,0.6101694915254238,0.56,0.7777777777777779,0.47191011235955055,0.1111111111111111,0.5411764705882354,,0.4810685249709639,,,0.88,0.36363636363636365,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
FARM0046,0.6432616081540204,0.5062016325665218,0.5454545454545454,0.8888888888888888,0.2,0.9207955689828801,,1.0,1.0,0.8983050847457626,0.8,0.7575757575757577,0.797752808988764,0.0,0.8470588235294116,,0.5634533488192024,,,0.15,0.7171717171717172,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0047,0.3397508493771234,0.8424679317290364,0.36363636363636365,0.7777777777777777,0.4,0.8637713997985902,,0.0,0.0,0.7288135593220338,0.88,0.29292929292929293,0.056179775280898875,0.5555555555555556,0.12941176470588234,,0.3237320944638018,,,0.49,0.8787878787878789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
FARM0048,0.11664779161947904,0.7844800169617301,0.36363636363636365,0.7777777777777777,1.0,0.0,,1.0,0.0,0.4576271186440678,0.02,0.9696969696969698,0.38202247191011235,0.5555555555555556,0.2117647058823529,,0.06484707704219898,,,0.8,0.20202020202020202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FARM0049,0.7383918459796149,0.19389377716527084,0.4545454545454546,1.0,0.2,0.8245720040281973,,1.0,1.0,0.7288135593220338,0.18,0.08080808080808081,0.6629213483146068,0.4444444444444444,0.5176470588235293,,0.42946186604723197,,,0.76,0.585858585858586,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FARM0050,0.942242355605889,0.761263648892187,0.9090909090909092,0.3333333333333333,1.0,0.2907351460221551,,0.0,1.0,0.5084745762711863,0.61,0.686868686868687,0.7303370786516854,0.6666666666666666,0.7529411764705882,,0.4802168021680217,,,0.51,0.8686868686868688,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0051,0.52321630804077,0.836637337008375,0.0,0.0,0.6000000000000001,0.6748741188318227,,1.0,1.0,0.288135593220339,0.35000000000000003,0.5656565656565657,0.32584269662921345,0.2222222222222222,0.15294117647058825,,0.3277584204413473,,,0.49,0.7171717171717172,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0052,0.07021517553793884,0.5252835789250504,0.2727272727272727,0.5555555555555556,0.2,0.827693856998993,,0.0,0.0,0.7627118644067795,0.33,0.9595959595959597,0.38202247191011235,0.6666666666666666,0.1764705882352941,,0.5804878048780487,,,0.06,0.8686868686868688,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
FARM0053,0.07021517553793884,0.2936499522951341,0.7272727272727273,0.7777777777777777,0.2,0.22155085599194357,,1.0,0.0,0.47457627118644063,0.42,0.43434343434343436,0.39325842696629215,0.0,0.4117647058823529,,0.2371660859465738,,,0.07,0.494949494949495,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
FARM0054,0.82559456398641,0.7741969680907453,0.0,0.7777777777777777,0.4,0.2184793554884189,,0.0,1.0,0.22033898305084743,0.74,0.98989898989899,0.32584269662921345,0.4444444444444444,0.38823529411764707,,0.43445605884630273,,,0.85,0.4040404040404041,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FARM0055,0.19365798414496033,0.5357786494222411,0.8181818181818182,0.1111111111111111,0.0,0.5052114803625377,,0.0,1.0,0.18644067796610164,0.8300000000000001,0.9292929292929294,0.2247191011235955,0.5555555555555556,0.24705882352941178,,0.46082075106465353,,,0.2,0.787878787878788,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FARM0056,0.25707814269535667,0.8139510230043465,0.4545454545454546,0.6666666666666666,0.4,0.31873111782477337,,0.0,1.0,0.983050847457627,0.05,0.07070707070707072,0.28089887640449435,0.8888888888888888,0.23529411764705882,,0.36445993031358886,,,0.26,0.7676767676767677,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
FARM0057,0.026047565118912805,0.7345489239902471,0.7272727272727273,0.6666666666666666,0.8,0.6340886203423968,,1.0,1.0,0.016949152542372836,0.19,0.8181818181818183,0.8314606741573034,0.5555555555555556,0.5529411764705883,,0.4979868370112272,,,0.81,0.7474747474747476,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
FARM0058,0.9343148357870894,0.7532068270963639,0.5454545454545454,0.4444444444444444,0.0,0.42452165156092647,,1.0,1.0,0.8813559322033898,0.8,0.9595959595959597,0.46067415730337075,0.8888888888888888,0.30588235294117644,,0.21866047231900893,,,0.86,0.48484848484848486,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
FARM0059,0.7950169875424689,0.9622601505353546,0.2727272727272727,0.2222222222222222,0.0,0.5768882175226586,,1.0,1.0,0.0847457627118644,0.2,0.8383838383838385,0.9101123595505618,0.4444444444444444,0.6588235294117646,,0.6609756097560975,,,0.46,0.07070707070707072,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FARM0060,0.9060022650056625,0.9173115657797096,0.7272727272727273,0.7777777777777777,0.2,0.12598187311178244,,0.0,1.0,0.4237288135593219,0.6,0.3434343434343435,0.595505617977528,0.3333333333333333,0.5294117647058822,,0.9056136275648471,,,0.66,0.8787878787878789,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
FARM0061,0.4348810872027179,0.5023852432948162,0.0,0.7777777777777777,0.8,0.2849949647532729,,0.0,0.0,0.9661016949152542,0.36,0.9090909090909092,0.29213483146067415,1.0,0.1764705882352941,,0.40983352690669766,,,0.65,0.7373737373737375,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
FARM0062,0.9195922989807475,0.7693204706880102,0.6363636363636364,0.6666666666666666,0.2,0.6439577039274924,,1.0,1.0,0.6610169491525423,0.13,0.20202020202020202,0.6629213483146068,0.7777777777777777,0.4823529411764706,,0.1167634533488192,,,0.15,0.8080808080808082,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FARM0063,0.6047565118912797,0.7934909360754797,0.36363636363636365,0.7777777777777777,0.4,0.07522658610271904,,1.0,0.0,0.8135593220338982,0.76,0.7575757575757577,0.12359550561797752,0.8888888888888888,0.16470588235294117,,0.3373983739837399,,,0.98,0.20202020202020202,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
FARM0064,0.29105322763306907,0.5130923354182128,0.8181818181818182,0.7777777777777777,0.4,0.047205438066465266,,0.0,0.0,0.5423728813559322,0.78,0.5050505050505052,0.8314606741573034,0.0,0.9058823529411764,,0.34475416182733254,,,0.28,0.20202020202020202,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
FARM0065,0.28992072480181197,0.6339446623555604,0.2727272727272727,0.8888888888888888,0.2,0.8275427995971804,,0.0,0.0,0.13559322033898302,0.77,0.9090909090909092,0.9213483146067414,0.0,0.5058823529411764,,0.3018970189701897,,,0.14,0.7373737373737375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
FARM0066,0.08946772366930918,0.4430191879571716,1.0,0.6666666666666666,0.0,0.1143756294058409,,0.0,1.0,0.8135593220338982,0.76,0.8080808080808082,0.9775280898876404,0.3333333333333333,0.9529411764705882,,0.004568331397599684,,,0.15,0.4040404040404041,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
FARM0067,0.6987542468856172,0.20110251245627053,0.9090909090909092,0.6666666666666666,0.0,0.4449395770392749,,1.0,1.0,0.7457627118644067,0.46,0.8181818181818183,0.8651685393258426,0.3333333333333333,0.4235294117647059,,0.7356562137049942,,,0.85,0.494949494949495,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
FARM0068,0.638731596828992,0.517650800381639,0.7272727272727273,0.2222222222222222,0.4,0.8463746223564955,,0.0,1.0,0.4237288135593219,0.56,0.8181818181818183,0.30337078651685395,0.1111111111111111,0.2823529411764706,,0.6984901277584203,,,0.19,0.5656565656565657,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
FARM0069,0.5186862967157417,0.6912965122442489,0.4545454545454546,0.2222222222222222,0.6000000000000001,0.500730110775428,,0.0,1.0,0.2033898305084746,0.37,0.010101010101010102,0.5168539325842696,0.4444444444444444,0.24705882352941178,,0.148548199767712,,,0.84,0.8585858585858587,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
